id,is_deleted,created_at,object_type,cospar_id,norad_id,name,name_official,expected_lifetime,purposes,contractor,launch,mass,geometry,orbital_elements,propulsion,object_sub_type,operators,reentry_date,current_space_object_version_id,discos_id,updated_at,vimple_id,is_manoeuvrable,is_operational,radar_cross_section
01HF4JDZQX72NRCQCQ1W4B8PXY,False,2023-11-13 14:47:38.602096+00:00,satellite,2022-033A,52157,OMNI-L1,Omnispace LEO-1,5.0,[0],,"{'Date': '2022-04-01T16:24:24.958+00:00', 'Site': 'Air Force Eastern Test Range, Florida, USA', 'Vehicle': 'Falcon 9', 'CosparLaunchNo': None}","{'Dry': 14.467, 'Launch': 14.467, 'Current': 14.467, 'DefaultMass': {'Type': 3, 'Value': 14.467}}","{'Span': {'Value': 1, 'IsComputed': False}, 'Shape': 'Box + 2 Pan', 'Width': None, 'Height': None, 'Length': 0.2, 'Diameter': None, 'DragArea': 0.38533, 'DragCoefficient': 2, 'BoxAndSolarPanels': None, 'SolarRadiationArea': 0.38533, 'CrossSectionAverage': 0.2697, 'CrossSectionMaximum': 0.38533, 'CrossSectionMinimum': 0.051, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None, 'SolarRadiationCoefficient': 1.1}","{'Raan': None, 'Type': 10, 'Epoch': '2022-12-18T22:56:24.958+00:00', 'Apogee': 7019233, 'Period': 5832, 'Perigee': 6998766, 'RefFrame': None, 'Inclination': 97.935, 'MeanAnomaly': None, 'TrueAnomaly': None, 'Eccentricity': 0.00146, 'OrbitalRegime': 1, 'SemiMajorAxis': 7009000, 'ArgumentOfPerigee': None}","{'Chemical': None, 'Electrical': {'MaxThrust': 0.00045, 'MinThrust': None, 'SpecificImpulse': 2500, 'MaxThrustDuration': 5700, 'MinThrustDuration': None, 'MinimumImpulseBit': 0.00045}, 'PropulsionTypes': [2]}",payload,"[{'Name': 'NanoAvionics', 'Country': 'Lithuania'}]",2027-04-01 16:24:24.958000+00:00,01HF4JDZQZ4NG73955N1MD8S7K,,2023-11-13 14:47:38.789847+00:00,,,,
01HGBCXJFWBJT57SFCCCAH68V5,False,2023-11-28 16:41:40.190525+00:00,debris,1999-025CBY,31666,FENGYUN 1C DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None, 'SolarRadiationCoefficient': None}",,,,[],,01HGBCXJFY933HXYX3MM2CWSM9,,2023-11-28 16:41:40.292809+00:00,,,,
01HGT58EDNFFRMQAKVEZT7S1Q3,False,2023-12-04 10:16:24.685870+00:00,satellite,2022-057AK,52765,ARMSAT1 URDANETA,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None, 'SolarRadiationCoefficient': None}",,,,[],,01HGT58EDQCJ5J2NJBNZHH5JRB,,2023-12-04 10:16:24.776079+00:00,,,,
01G9MY86V01YZRDZAKM2SBSBW6,False,2022-08-04 17:25:33.153373+00:00,satellite,2020-094B,47235,GECAM-B,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29Q7TGEDGH3DACPQRR,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MY8BPB0R014QQ8204YJ88R,False,2022-08-04 17:25:38.124007+00:00,debris,1999-057MB,26754,CZ-4 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29KTKMV009E16ZFMEQ,,2023-03-15 13:16:32.200793+00:00,,,,
01H41HX8VV5VB93R5WE25CRKNB,False,2023-06-28 17:48:06.909765+00:00,debris,2022-151AGF,56655,CZ-6A DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H41HX8VV5VB93R5WE25CRKNC,,2023-06-28 17:48:06.929370+00:00,,,,
01GARKDE16F78AG4EA9J579HCQ,False,2022-08-18 13:48:49.575610+00:00,debris,1965-012BL,1156,Cosmos-57 fragmentation debris,,,[],,"{'Date': '1965-02-22T07:40:48+00:00', 'Site': 'Baikonur Cosmodrome (Tyuratam)', 'Vehicle': 'Soyuz SL-4 (A-2)', 'CosparLaunchNo': '1965-012'}",,"{'Span': {'Value': 1, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload_fragmentation_debris,"[{'Name': 'OKB-1 im. S.P. Korolev', 'Country': 'USSR, Union of Soviet Socialist Republics'}]",1965-03-18 00:00:00+00:00,01GVJPMH297XJM4R7KNHDY5JAS,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MXS2SX693ECYBW3AK83P6T,False,2022-08-04 17:17:17.502091+00:00,debris,1982-092APQ,50692,COSMOS 1408 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29JXTM7EZJJBCHK5E9,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MXS3E97CPCT2GKG3QMCE15,False,2022-08-04 17:17:18.153888+00:00,debris,1990-081AF,20867,CZ-4 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29PRQKZ2FC44KCG0S2,,2023-03-15 13:16:32.200793+00:00,,,,
01H41J41SV9P5685YE3SBQVJE9,False,2023-06-28 17:51:49.053298+00:00,satellite,2020-012BJ,45234,STARLINK-1243,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H41J41SV9P5685YE3SBQVJEA,,2023-06-28 17:51:49.057233+00:00,,,,
01G9MZTAD79XFCB6KP1D21VV3E,False,2022-08-04 17:52:55.208715+00:00,satellite,2022-053AB,52681,STARLINK-4068,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH295JZTW9CBPVXVKNRJ,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MYC0BDBTGWEYGRKH0F01P6,False,2022-08-04 17:27:37.582343+00:00,debris,1994-029AEY,39313,PEGASUS DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29K642W9GY13SB0XWR,,2023-03-15 13:16:32.200793+00:00,,,,
01G7QKEMTK0RZHRG2MF15CN6YK,False,2022-07-11 21:43:09.413946+00:00,satellite,2018-004C,43113,LEO 1,LEO 1,,[16],"{'Name': 'Telesat', 'Country': 'US'}","{'Date': '2018-01-18T00:00:00+00:00', 'Site': None, 'Vehicle': None}","{'Dry': 130, 'Launch': 150, 'Current': 132}","{'Span': {'Value': 2.06, 'IsComputed': False}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': 1.5, 'DragCoefficient': 2.3, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': 3, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}","{'Raan': 246.2913, 'Type': 8, 'Apogee': 7364061.6341655, 'Period': 5928.250491545875, 'Perigee': 6795192.365834501, 'Inclination': 99.2466, 'TrueAnomaly': 36.5, 'Eccentricity': 0.0401765, 'OrbitalRegime': 1, 'SemiMajorAxis': 7079627, 'ArgumentOfPerigee': 197.0767}","{'Chemical': {'MaxThrust': 0.25, 'MinThrust': None, 'SpecificImpulse': 210, 'MaxThrustDuration': 0, 'MinThrustDuration': None, 'MinimumImpulseBit': 0.1}, 'Electrical': None, 'PropulsionTypes': [3]}",,,,01GVJPMH29JJHBWVZMZC1Q5ZES,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MZ6XFMA97AV1NMXX91FP5S,False,2022-08-04 17:42:19.381012+00:00,debris,1993-014M,28284,SL-18 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29DEWX8SAPJA2103K4,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MYRS022AVFJ3A457CQ2WH2,False,2022-08-04 17:34:36.035711+00:00,debris,1999-025DPV,35213,FENGYUN 1C DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH299FVT259ZG1JA3ZKT,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MZ9T36D5C93M8HGW0GYKFG,False,2022-08-04 17:43:54.215370+00:00,satellite,2021-006BR,47476,KEPLER-8 (AMAROK),,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29K9ATA7NM2YAT41S9,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MZAQMEA6FYAFZMM66DQAM4,False,2022-08-04 17:44:24.463361+00:00,satellite,2020-077D,46816,FLOCK 4EP 8,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH2923F59PP95AP46140,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MYBABB8GH0RRJG7TECF2PR,False,2022-08-04 17:27:15.052385+00:00,unknown,2017-042Z,42848,OBJECT Z,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH2949BFHK5ZRAZA7X2R,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MYWR7Y7SWY30T5HSJCSX29,False,2022-08-04 17:36:46.335303+00:00,satellite,2022-029AA,52112,STARLINK-3734,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29ZHV04HM5K51PG6P8,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MZ86WF72YWECZC7NJYHAFE,False,2022-08-04 17:43:01.779243+00:00,satellite,2022-016L,51724,STARLINK-3529,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH2942GE0GA19180B9WZ,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MYCW294FBTP5JFZQBH8RJE,False,2022-08-04 17:28:05.962889+00:00,satellite,2022-049BC,52501,STARLINK-3907,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29SB9FN82D9NBT73FJ,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MZ3NG6E9VQP6BJ6RX7RF31,False,2022-08-04 17:40:32.903729+00:00,satellite,2021-058E,48875,CNCE1,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29TK91ADV677M32YB1,,2023-03-15 13:16:32.200793+00:00,,,,
01GAR8Z7P63D577D2Q421F91W6,False,2022-08-18 10:46:18.566053+00:00,debris,1993-036QM,34396,COSMOS 2251 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29EKATQJDGN6MGR0VZ,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MYFXBQA790X08366BD6FTE,False,2022-08-04 17:29:45.592067+00:00,debris,1995-058M,43352,SL-16 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29ZQP4E8KNM617RS9C,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MZ467PB9GD7D0HP5GX98SJ,False,2022-08-04 17:40:50.040280+00:00,satellite,1983-041A,14050,GOES 6,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29AR7QE2FZ0MJ5G1CZ,,2023-03-15 13:16:32.200793+00:00,,,,
01H415NPJACN6TV031PSJ5AYCN,False,2023-06-28 14:14:15.886840+00:00,debris,1999-025DGC,33691,FENGYUN 1C DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H415NPJACN6TV031PSJ5AYCP,,2023-06-28 14:14:15.892088+00:00,,,,
01G9MYBT8HACR1FXDZWWD8ZWZ5,False,2022-08-04 17:27:31.346222+00:00,debris,1983-010B,13819,SL-3 R/B,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29FAHEQGG8JTG14D9K,,2023-03-15 13:16:32.200793+00:00,,,,
01H41J8W6KEFQN6WHM0GGGSPFD,False,2023-06-28 17:54:27.157040+00:00,satellite,2023-042AE,56014,STARLINK-5942,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H41J8W6KEFQN6WHM0GGGSPFE,,2023-06-28 17:54:27.159168+00:00,,,,
01H41J8ZP31Z8RB311RKYVHGYV,False,2023-06-28 17:54:30.725574+00:00,debris,2022-126C,54022,CZ-11H R/B,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H41J8ZP31Z8RB311RKYVHGYW,,2023-06-28 17:54:30.727722+00:00,,,,
01GARKEPT10BM2DPR9BH3KCMHC,False,2022-08-18 13:49:31.330615+00:00,debris,1964-083H,1608,NNS O-2 debris,,,[],,"{'Date': '1964-12-13T00:08:10+00:00', 'Site': 'Vandenberg AFB (WTR)', 'Vehicle': 'Thor-Ablestar', 'CosparLaunchNo': '1964-083'}",,"{'Span': {'Value': 1, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload_debris,"[{'Name': 'United States Navy', 'Country': 'United States'}]",,01GVJPMH29GHM2GTJRQA6PSJVN,,2023-03-15 13:16:32.200793+00:00,,,,
01H40ZKQ4Y4P3RDDBXGSGVG2N6,False,2023-06-28 12:28:19.487096+00:00,satellite,2000-030A,26374,TSX-5,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H40ZKQ4Y4P3RDDBXGSGVG2N7,,2023-06-28 12:28:19.776059+00:00,,,,
01GARKEZR1FKT24XYSQV7AY4TE,False,2022-08-18 13:49:40.483601+00:00,debris,1965-082BS,1711,Titan IIIC fragmentation debris (Transtage 4),,,[],,"{'Date': '1965-10-15T17:23:59+00:00', 'Site': 'Kennedy Space Center (ETR)', 'Vehicle': 'Titan IIIC', 'CosparLaunchNo': '1965-082'}",,"{'Span': {'Value': 1, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,rocket_fragmentation_debris,"[{'Name': 'United States Air Force', 'Country': 'United States'}]",1971-03-20 00:00:00+00:00,01GVJPMH29E9GS707JM3P6DNNB,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MXVX8VF0XFVARQAEDTP43G,False,2022-08-04 17:18:50.141267+00:00,satellite,2016-051B,41732,3CAT-2,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH299SKZ99CP70VMWRS2,,2023-03-15 13:16:32.200793+00:00,,,,
01H41J94DM9FV48EESQPRZ5A9Q,False,2023-06-28 17:54:35.574584+00:00,debris,1975-052BL,21342,DELTA 1 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H41J94DM9FV48EESQPRZ5A9R,,2023-06-28 17:54:35.578137+00:00,,,,
01GARKG2JE476Z7XPFPTAB6EFE,False,2022-08-18 13:50:16.144214+00:00,debris,1965-093D,2088,Scout X-4 operational debris,,,[],,"{'Date': '1965-11-19T04:48:27+00:00', 'Site': 'Wallops Flight Facility', 'Vehicle': 'Scout X-4', 'CosparLaunchNo': '1965-093'}",,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,rocket_mission_related_object,"[{'Name': 'NASA Goddard Space Flight Center', 'Country': 'United States'}]",,01GVJPMH29QZXXZTWGF187ZNQY,,2023-03-15 13:16:32.200793+00:00,,,,
01H415HPTVBB76EPA1D11B1D4E,False,2023-06-28 14:12:05.094032+00:00,debris,1999-025BTC,31416,FENGYUN 1C DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01H415HPTVBB76EPA1D11B1D4F,,2023-06-28 14:12:05.114049+00:00,,,,
