id,is_deleted,created_at,object_type,cospar_id,norad_id,name,name_official,expected_lifetime,purposes,contractor,launch,mass,geometry,orbital_elements,propulsion,object_sub_type,operators,reentry_date,current_space_object_version_id,discos_id,updated_at,vimple_id,is_manoeuvrable,is_operational,radar_cross_section
01GD3ZT0AYCB955FPKTX9XA7VC,False,2022-09-16 20:28:26.847084+00:00,debris,1993-036FG,33973,COSMOS 2251 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29X3V2KNTGTSGKDPGN,,2023-03-15 13:16:32.200793+00:00,,,,
01GD42C85C0KCZFACSQWQ5BCBY,False,2022-09-16 21:13:21.837878+00:00,debris,1997-051ABV,46963,IRIDIUM 33 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29A8VZVJRY4MN8FP71,,2023-03-15 13:16:32.200793+00:00,,,,
01GD42D2QWFQY3360S0R502GZW,False,2022-09-16 21:13:49.054214+00:00,satellite,1985-058A,15889,COSMOS 1666,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29XZKVMAA9HRSVWWWR,,2023-03-15 13:16:32.200793+00:00,,,,
01GD3ZHY9W1PS6XVYGYG88BPF1,False,2022-09-16 20:24:02.621313+00:00,debris,1982-092HT,49722,COSMOS 1408 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29FRV05HPF44KNS90V,,2023-03-15 13:16:32.200793+00:00,,,,
01GD42DEHFFB857BHCG4APQQAJ,False,2022-09-16 21:14:01.136498+00:00,satellite,2019-038Q,44400,SONATE,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29HDKATWKWVMJJ2A0S,,2023-03-15 13:16:32.200793+00:00,,,,
01GD42DTTZBKXTSBQ6ZTW4Z871,False,2022-09-16 21:14:13.728781+00:00,debris,1982-092AWQ,50945,COSMOS 1408 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29N6WM145535HH45GK,,2023-03-15 13:16:32.200793+00:00,,,,
01GARMD0DDDR9QF6M65GGKBRQY,False,2022-08-18 14:06:04.207708+00:00,satellite,1979-050C,11408,DMSP Block 5D-1 F4 operational debris(despin weight),,,[],,"{'Date': '1979-06-06T18:22:12+00:00', 'Site': 'Vandenberg AFB (WTR)', 'Vehicle': 'Thor-Burner II', 'CosparLaunchNo': '1979-050'}",,"{'Span': {'Value': 5, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload_mission_related_object,"[{'Name': 'United States Air Force', 'Country': 'United States'}]",,01GVJPMH291W2EJ9FQPEBMTWFR,,2023-03-15 13:16:32.200793+00:00,,,,
01GD42EKG03KNXVVX2Z2Y2BSSJ,False,2022-09-16 21:14:38.977927+00:00,debris,1987-068DB,39975,SL-14 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29SJ2QKMF11NTRN30S,,2023-03-15 13:16:32.200793+00:00,,,,
01GD42JFEB3A69NJQVS5R817GX,False,2022-09-16 21:16:45.900772+00:00,debris,1999-025EZQ,46990,FENGYUN 1C DEB *,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH296MG6P9A5H6HP1YGF,,2023-03-15 13:16:32.200793+00:00,,,,
01GD42MB1J6QKJC4CYND639TPN,False,2022-09-16 21:17:46.931863+00:00,debris,1982-092DL,49619,COSMOS 1408 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29HSTHNVGA3T8GKTNC,,2023-03-15 13:16:32.200793+00:00,,,,
01GD3ZJ7VWBNN7AX9GBNPRCBSD,False,2022-09-16 20:24:12.413958+00:00,debris,1994-074DT,47329,RESURS O1 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29JKC6X13CNA69474C,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MYCCE81CYPPH3TZ9M6C5MN,False,2022-08-04 17:27:49.961636+00:00,debris,1999-025CWL,32238,FENGYUN 1C DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29E41G3MT9NNT1R8JF,,2023-03-15 13:16:32.200793+00:00,,,,
01GARME80321CXJ9KZYRHSHF8P,False,2022-08-18 14:06:44.741035+00:00,debris,1980-030E,11773,Cosmos-1174 fragmentation debris,,,[],,"{'Date': '1980-04-18T00:51:00+00:00', 'Site': 'Baikonur Cosmodrome (Tyuratam)', 'Vehicle': 'Tsyklon SL-11 (F-1m)', 'CosparLaunchNo': '1980-030'}",,"{'Span': {'Value': 1, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload_fragmentation_debris,"[{'Name': 'Space Defence Force, USSR Armed Forces', 'Country': 'USSR, Union of Soviet Socialist Republics'}]",1981-01-17 00:00:00+00:00,01GVJPMH29RBD9FBHFYN48RBRY,,2023-03-15 13:16:32.200793+00:00,,,,
01GD3ZJWXXBA005CN7KVA5VPG5,False,2022-09-16 20:24:33.981996+00:00,debris,1982-092AUG,50889,COSMOS 1408 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH29BSM40VNQQSEF8NSZ,,2023-03-15 13:16:32.200793+00:00,,,,
01GD3ZKXES48J0D83WGA83Q78N,False,2022-09-16 20:25:07.291499+00:00,satellite,2021-083Q,49200,ONEWEB-0334,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,[],,01GVJPMH294MXH1QGKKGRQW2WF,,2023-03-15 13:16:32.200793+00:00,,,,
01GARMFB1W2Y0ZV5CG0ZP336DB,False,2022-08-18 14:07:20.638143+00:00,satellite,1980-096D,12096,Cosmos-1224 operational debris,,,[],,"{'Date': '1980-12-01T12:14:24+00:00', 'Site': 'Plesetsk Cosmodrome', 'Vehicle': 'Soyuz-U', 'CosparLaunchNo': '1980-096'}",,"{'Span': {'Value': 5, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload_mission_related_object,"[{'Name': 'Main Space Forces Directorate', 'Country': 'USSR, Union of Soviet Socialist Republics'}]",1981-03-15 00:00:00+00:00,01GVJPMH29VWVZ2XAEZ8JBNM4Z,,2023-03-15 13:16:32.200793+00:00,,,,
01GDZFJ52AB4MQ0H24V1PVTY7F,False,2022-09-27 12:43:16.428166+00:00,satellite,1981-016A,12303,Cosmos-1247,,,[],,"{'Date': '1981-02-19T10:00:00+00:00', 'Site': 'Plesetsk Cosmodrome', 'Vehicle': 'Molniya-M Blok-2BL', 'CosparLaunchNo': '1981-016'}","{'Dry': None, 'Launch': 1150, 'Current': None}","{'Span': {'Value': 4.2, 'IsComputed': False}, 'Shape': 'Irr + 6 Pan', 'Width': None, 'Height': None, 'Length': 4.2, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': 15.54, 'CrossSectionMaximum': 20.0371255423526, 'CrossSectionMinimum': 6.72, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}","{'Raan': 229.4658, 'Type': None, 'Epoch': '1981-07-03T00:00:00+00:00', 'Apogee': 45946144.55626758, 'Period': 43071.237260330076, 'Perigee': 7168495.189634221, 'RefFrame': 3, 'Inclination': 62.9629, 'MeanAnomaly': 5.0861, 'TrueAnomaly': None, 'Eccentricity': 0.7300746, 'OrbitalRegime': None, 'SemiMajorAxis': 26557319.8729509, 'ArgumentOfPerigee': 317.3016}",,payload,"[{'Name': 'Proto-Vozdhusnoy Oborony', 'Country': 'USSR, Union of Soviet Socialist Republics'}]",,01GVJPMH29NP3C6Z7JCNJ3BN4E,,2023-03-15 13:16:32.200793+00:00,,,,
01HBTQRK3G0BQAGHP7SABSM4Y8,False,2023-10-03 12:21:19.255851+00:00,satellite,2023-057A,56308,POEM 2,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None, 'SolarRadiationCoefficient': None}",,,,[],,01HBTQRK3J8H7FYP2QR8C2J48A,,2023-10-03 12:21:19.441710+00:00,,,,
01HE05WA7H4J3S4MKFWJE0Z1T6,False,2023-10-30 11:35:36.612880+00:00,satellite,2023-20231030113405634,20231030113405634,QASat,QASat,,"[2, 3]","{'Name': 'Geosat', 'Country': 'SP'}",,"{'Dry': 291, 'Launch': 293, 'Current': 292, 'DefaultMass': {'Type': 3, 'Value': 292}}","{'Span': {'Value': 3.1, 'IsComputed': False}, 'Shape': None, 'Width': None, 'Height': None, 'Length': 3.1, 'Diameter': None, 'DragArea': 0.5, 'DragCoefficient': 2.2, 'BoxAndSolarPanels': {'Facets': [{'Area': 1, 'NormalVector': [1, 0, 0]}, {'Area': 1, 'NormalVector': [-1, 0, 0]}, {'Area': 0.5, 'NormalVector': [0, 1, 0]}, {'Area': 0.5, 'NormalVector': [0, -1, 0]}, {'Area': 2, 'NormalVector': [0, 0, 1]}, {'Area': 2, 'NormalVector': [0, 0, -1]}], 'SolarPanelArea': 0, 'SolarPanelNormalVector': [1, 0, 0], 'SolarPanelRotationRate': None, 'SolarPanelRotationAxisVector': [0, 1, 0]}, 'SolarRadiationArea': 3.8, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': 0.1, 'ReflectivityCoefficient': 0.1, 'SolarRadiationCoefficient': 2.3}","{'Raan': None, 'Type': 10, 'Epoch': None, 'Apogee': 6996464.8719999995, 'Period': 5813.285873178298, 'Perigee': 6979135.128, 'RefFrame': None, 'Inclination': 97.76, 'MeanAnomaly': None, 'TrueAnomaly': None, 'Eccentricity': 0.00124, 'OrbitalRegime': 1, 'SemiMajorAxis': 6987800, 'ArgumentOfPerigee': None}","{'Chemical': {'MaxThrust': 0, 'MinThrust': None, 'SpecificImpulse': 47, 'MaxThrustDuration': 65535, 'MinThrustDuration': None, 'MinimumImpulseBit': None}, 'Electrical': {'MaxThrust': 0.01, 'MinThrust': None, 'SpecificImpulse': 1000, 'MaxThrustDuration': 240, 'MinThrustDuration': None, 'MinimumImpulseBit': None}, 'PropulsionTypes': [3, 2]}",,[],,01HE05WA7M8R9XVXYQ1ZX253CD,,2023-10-30 11:35:36.716308+00:00,,,,
01HE0VKDB8F1THHGQ47FPNC88K,False,2023-10-30 17:55:13.385326+00:00,satellite,4848-124,414121,Ana test dev,Ana teste dev,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None, 'SolarRadiationCoefficient': None}",,,,[],,01HE0VQP1N0CDHH4DVYX6BMWKX,,2023-10-30 17:57:33.369412+00:00,,,,
01G9MYGHGQB9VGJGP6JN6WADYZ,False,2022-08-04 17:30:06.232820+00:00,satellite,1993-061B,22824,STELLA,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29J5F1W2GPEQ9964Y0,,2023-03-15 13:16:32.200793+00:00,,,,
01GARKA66YB2Z01D5DFT2VYQWH,False,2022-08-18 13:47:03.264384+00:00,satellite,1958-001A,4,Explorer 1,,,[],,"{'Date': '1958-02-01T03:48:16+00:00', 'Site': 'Kennedy Space Center (ETR)', 'Vehicle': 'Juno I (Jupiter C)', 'CosparLaunchNo': '1958-001'}","{'Dry': None, 'Launch': 13.88, 'Current': None}","{'Span': {'Value': 2.03, 'IsComputed': False}, 'Shape': 'Cyl', 'Width': None, 'Height': None, 'Length': 0.15, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload,"[{'Name': 'U.S. Army Ballistic Missile Agency', 'Country': 'United States'}, {'Name': 'Jet Propulsion Lab', 'Country': 'United States'}]",1970-03-31 00:00:00+00:00,01GVJPMH29NE7WJG0GC84N9FHC,,2023-03-15 13:16:32.200793+00:00,,,,
01GARKA6A89RDR6D63AZ66DJGG,False,2022-08-18 13:47:03.399188+00:00,satellite,1958-002B,5,Vanguard 1,,,[],,"{'Date': '1958-03-17T12:15:41+00:00', 'Site': 'Kennedy Space Center (ETR)', 'Vehicle': 'Vanguard', 'CosparLaunchNo': '1958-002'}","{'Dry': None, 'Launch': 1.46, 'Current': None}","{'Span': {'Value': 0.16, 'IsComputed': False}, 'Shape': 'Sphere', 'Width': None, 'Height': None, 'Length': 0.16, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload,"[{'Name': 'Naval Research Lab', 'Country': 'United States'}]",,01GVJPMH29RBS4E7VCZ9EJQRWT,,2023-03-15 13:16:32.200793+00:00,,,,
01GARKA6GEEP4K4JQVDY48Y3EC,False,2022-08-18 13:47:03.568466+00:00,satellite,1958-003A,6,Explorer 3,,,[],,"{'Date': '1958-03-26T17:38:00+00:00', 'Site': 'Kennedy Space Center (ETR)', 'Vehicle': 'Juno I (Jupiter C)', 'CosparLaunchNo': '1958-003'}","{'Dry': None, 'Launch': 13.88, 'Current': None}","{'Span': {'Value': 2.03, 'IsComputed': False}, 'Shape': 'Cyl', 'Width': None, 'Height': None, 'Length': 0.15, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload,"[{'Name': 'U.S. Army Ballistic Missile Agency', 'Country': 'United States'}, {'Name': 'Jet Propulsion Lab', 'Country': 'United States'}]",1958-06-28 00:00:00+00:00,01GVJPMH295MN4N48YWT48EA77,,2023-03-15 13:16:32.200793+00:00,,,,
01GARKEA3100RHH91QV80N9ABC,False,2022-08-18 13:49:18.307139+00:00,satellite,1965-054A,1466,Proton 1,,,[],,"{'Date': '1965-07-16T11:16:00+00:00', 'Site': 'Baikonur Cosmodrome (Tyuratam)', 'Vehicle': 'Proton', 'CosparLaunchNo': '1965-054'}","{'Dry': None, 'Launch': 12091.18, 'Current': None}","{'Span': {'Value': 9, 'IsComputed': False}, 'Shape': 'Cyl + 4 Pan', 'Width': None, 'Height': None, 'Length': 4.1, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload,"[{'Name': 'OKB-1 im. S.P. Korolev', 'Country': 'USSR, Union of Soviet Socialist Republics'}]",1965-10-11 00:00:00+00:00,01GVJPMH29T6XX4VPNKJZ9J0EE,,2023-03-15 13:16:32.200793+00:00,,,,
01GARKEA5M84WD0GRKK5GRTF1M,False,2022-08-18 13:49:18.390418+00:00,satellite,1965-060A,1467,Pegasus 3,,,[],,"{'Date': '1965-07-30T13:00:00+00:00', 'Site': 'Kennedy Space Center (ETR)', 'Vehicle': 'Saturn I', 'CosparLaunchNo': '1965-060'}","{'Dry': None, 'Launch': 10323, 'Current': None}","{'Span': {'Value': 29, 'IsComputed': False}, 'Shape': 'Cyl + 2 Pan', 'Width': None, 'Height': None, 'Length': 2, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload,"[{'Name': 'NASA Marshall Space Flight Center', 'Country': 'United States'}]",1969-08-04 00:00:00+00:00,01GVJPMH29JJCEPNKJ453W9TAW,,2023-03-15 13:16:32.200793+00:00,,,,
01GARKEA7Q0P2S3XMSYH0NZR1X,False,2022-08-18 13:49:18.456884+00:00,satellite,1965-060B,1468,Apollo Model 5,,,[],,"{'Date': '1965-07-30T13:00:00+00:00', 'Site': 'Kennedy Space Center (ETR)', 'Vehicle': 'Saturn I', 'CosparLaunchNo': '1965-060'}","{'Dry': None, 'Launch': 5297, 'Current': None}","{'Span': {'Value': 3.91, 'IsComputed': False}, 'Shape': 'Cone', 'Width': None, 'Height': None, 'Length': 3.5, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload,"[{'Name': 'NASA Manned Spacecraft Center', 'Country': 'United States'}]",1975-11-22 00:00:00+00:00,01GVJPMH29G791NYXN3C2KYC2S,,2023-03-15 13:16:32.200793+00:00,,,,
01GARKEAA02TN7G57P4E7BADZ4,False,2022-08-18 13:49:18.530077+00:00,satellite,1965-061A,1469,Cosmos-77,,,[],,"{'Date': '1965-08-03T11:02:00+00:00', 'Site': 'Baikonur Cosmodrome (Tyuratam)', 'Vehicle': 'Soyuz SL-4 (A-2)', 'CosparLaunchNo': '1965-061'}","{'Dry': None, 'Launch': 5650, 'Current': None}","{'Span': {'Value': 6.5, 'IsComputed': False}, 'Shape': 'Sphere + Cyl + 1 DCone', 'Width': None, 'Height': None, 'Length': 2.4, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,payload,"[{'Name': 'Central Space Forces Directorate', 'Country': 'USSR, Union of Soviet Socialist Republics'}]",1965-08-11 00:00:00+00:00,01GVJPMH298GANBMB452XA3FNM,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MY538K89H8KQFNKKKGNVW4,False,2022-08-04 17:23:51.203778+00:00,satellite,2017-073C,43015,MIRATA,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,"{'Chemical': {'MaxThrust': 1, 'MinThrust': None, 'SpecificImpulse': 1, 'MaxThrustDuration': 0, 'MinThrustDuration': None, 'MinimumImpulseBit': 1}, 'Electrical': None}",,,,01GVJPMH2912AF84JF7EQ3S8KA,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MY2WQQ5H80NESNPEV72DMZ,False,2022-08-04 17:22:38.968205+00:00,satellite,2015-081D,41182,ORBCOMM FM 110,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29HEP7MHFHBASWSDHZ,,2023-03-15 13:16:32.200793+00:00,,,,
01G9MY2XYXB2C22BM03GRZH76Q,False,2022-08-04 17:22:40.222832+00:00,debris,1965-020EU,3749,SL-8 DEB,,,[],,,,"{'Span': {'Value': 3, 'IsComputed': True}, 'Shape': None, 'Width': None, 'Height': None, 'Length': None, 'Diameter': None, 'DragArea': None, 'DragCoefficient': None, 'RateOfAbsorption': None, 'BoxAndSolarPanels': None, 'SolarRadiationArea': None, 'CrossSectionAverage': None, 'CrossSectionMaximum': None, 'CrossSectionMinimum': None, 'AbsorptionCoefficient': None, 'ReflectivityCoefficient': None}",,,,,,01GVJPMH29E4XZCYV4AFZ5JSHZ,,2023-03-15 13:16:32.200793+00:00,,,,
